Gene,P_value,minus_log10_p
THPO Thrombopoietin (myeloproliferative leukemia virus oncogene ligand; megakaryocyte growth and development factor),0.8068941872934703,0.09318341309394967
THPO Thrombopoietin (myeloproliferative leukemia virus oncogene ligand; megakaryocyte growth and development factor),0.8068941872934703,0.09318341309394967
Endothelial cell protein C/APC receptor (EPCR) mRNA,0.8071396611042554,0.093051311871409
Dystrophin-Associated Glycoprotein; 50 Kda; Alt. Splice 2,0.8071797614421896,0.09302973577531841
Peroxisome targeting signal 2 receptor (Pex7) mRNA,0.8072168651585241,0.09300977297435675
H-IDH gamma gene (NAD(H)-specific isocitrate dehydrogenase gamma-subunit precursor) extracted from H.sapiens IDH gamma gene and TRAP delta gene,0.8073933396259163,0.09291483750638642
TNFAIP1 Tumor necrosis factor alpha inducible protein A20,0.8075977597407021,0.09280489445053867
DR1 Down-regulator of transcription 1; TBP-binding (negative cofactor 2),0.8079983364567977,0.09258953336944462
GOK (STIM1) mRNA,0.808164029282561,0.09250048355403309
TNFR1 Tumor necrosis factor receptor 1 (55kD),0.8081729874296415,0.09249566961510212
Laminin S B3 chain (LAMB3) gene,0.8082233280019109,0.09246861853542471
Fibroblast Growth Factor Receptor K-Sam; Alt. Splice 3; K-Sam Iii,0.8086523556666362,0.09223814398054223
G protein-coupled receptor APJ gene,0.8086569381509008,0.09223568292051229
Pmel 17 mRNA,0.8094297400605799,0.09182084280716567
Major astrocytic phosphoprotein PEA-15,0.8094303996797296,0.09182048889276645
Acylphosphatase; muscle type (MT) isoenzyme,0.809796909681952,0.09162388490353582
ITGA3 Integrin alpha-3 subunit,0.8104172036035249,0.0912913483106868
UbA52 gene coding for ubiquitin-52 amino acid fusion protein,0.8104221784968336,0.09128868232325349
Macrophage lectin 2,0.8106151723690118,0.09118527178298509
TFF1 Trefoil factor 1 (breast cancer; estrogen-inducible sequence expressed in),0.8107603051412322,0.09110752253469404
SERUM PARAOXONASE/ARYLESTERASE,0.8110441114562644,0.09095552452982422
ERBB3 V-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3 {alternative products},0.8110520624455227,0.09095126698848217
ERBB3 V-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3 {alternative products},0.8110520624455227,0.09095126698848217
Sulfotransferase; Phenol-Preferring,0.8113624484837041,0.09078509620490195
SLC15A2 Solute carrier family 15 (H+/peptide transporter); member 2,0.8118558701674671,0.09052106478208256
Spermidine/Spermine N1-Acetyltransferase; Alt. Splice 2,0.8124660240829091,0.09019479140980391
P80-COILIN,0.8128202143423112,0.09000550428732591
Clone IMAGE:30008 unknown protein mRNA; partial cds,0.8128954576710259,0.08996530320783004
BCKDHA Branched chain keto acid dehydrogenase E1; alpha polypeptide (maple syrup urine disease),0.8130123126597449,0.08990287718613682
DAGK3 Diacylglycerol kinase; gamma (90kD),0.8130234359471705,0.08989693539506147
Islet Amyloid Polypeptide,0.8131315082818439,0.08983920999954402
GB DEF = Serotonin receptor gene,0.8153064764886013,0.08867910778992737
GB DEF = Serotonin receptor gene,0.8153064764886013,0.08867910778992737
INHA Inhibin; alpha,0.8153248018122516,0.0886693464330263
Complexin II mRNA,0.8154731228460936,0.08859034828647316
CW-1 mRNA,0.8161237648194065,0.08824397567958854
Cartilage-specific homeodomain protein Cart-1 mRNA,0.8161360634810878,0.08823743108318241
Effector cell protease receptor-1 (EPR-1) gene; partial cds,0.8164047957147461,0.08809445282131036
Sigma receptor mRNA,0.816512738300501,0.0880370355072728
AAD14 protein; partial,0.8170768859628249,0.08773707495068404
GATA4 GATA-binding protein 4,0.817415868813848,0.08755693541401172
K+ channel beta 1a subunit mRNA; alternatively spliced,0.8179608498221462,0.0872674825305137
K+ channel beta 1a subunit mRNA; alternatively spliced,0.8179608498221462,0.0872674825305137
Mitochondrial serine hydroxymethyltransferase gene; nuclear encoded mitochondrion protein,0.8181982252082854,0.08714146688492459
BCL7 B cell lymphoma protein 7A,0.8182270129892488,0.08712618678030619
362G6.2 gene extracted from Human chromosome 16p13.1 BAC clone CIT987SK-362G6 complete sequence,0.8183055245874385,0.08708451678218217
ASPARAGINE SYNTHETASE,0.8183488230600422,0.08706153784621072
Glutamate Receptor Subunit,0.8188594001655293,0.08679066108961733
COL16A1 Alpha-1 type XVI collagen,0.8188875537938632,0.08677572964321452
COL16A1 Alpha-1 type XVI collagen,0.8188875537938632,0.08677572964321452
KIAA0147 gene; partial cds,0.819131232442032,0.08664651465016647
Mevalonate pyrophosphate decarboxylase (MPD) mRNA,0.8192278469261557,0.08659529372075743
CHRND Cholinergic receptor; nicotinic; delta polypeptide,0.8193269770189989,0.0865427453998398
KIAA0038 gene; partial cds,0.8194764318830032,0.08646353220982808
INPP1 Inositol polyphosphate-1-phosphatase,0.8195146939156542,0.08644325511450011
GB DEF = FLT3/FLK2 ligand mRNA,0.8196446033637128,0.08637441622050036
ORF for E7 protein gene extracted from Human papillomavirus 5b genome integrated into human carcinoma DNA,0.8210176138997242,0.08564752553902703
KIAA0320 gene; partial cds,0.8211536059223544,0.08557559566419633
MT-MMP protein,0.8219028926753541,0.08517949105668371
40S RIBOSOMAL PROTEIN S23,0.8219205747347228,0.08517014793564297
TSHR Thyroid stimulating hormone receptor,0.8219582927227169,0.08515021859123506
MITOCHONDRIAL STRESS-70 PROTEIN PRECURSOR,0.8219919308156376,0.08513244574394314
MITOCHONDRIAL STRESS-70 PROTEIN PRECURSOR,0.8219919308156376,0.08513244574394314
VALYL-TRNA SYNTHETASE,0.8223900762892913,0.08492213891154725
Ras-responsive element binding protein (RREB-1) mRNA,0.8225047704006515,0.0848615745297553
Bcl-2 binding component 3 (bbc3) mRNA; partial cds,0.8227625452251144,0.08472548699712082
GB DEF = Complement receptor 1 (CR1) gene; exon 4,0.8236372597152034,0.08426401498905861
NADH:ubiquinone oxidoreductase MLRQ subunit mRNA,0.8238827844128551,0.08413457192397357
RPA2 Replication protein A2 (32kD),0.8243109922762624,0.08390890875378117
IAP homolog C (MIHC) mRNA,0.8246233075169921,0.08374439427033309
5T4 gene for 5T4 Oncofetal antigen,0.8248218436634547,0.08363984620067255
SMP-30 (senescence marker protein-30),0.8248495758622012,0.08362524457668216
CYCLIC-AMP-DEPENDENT TRANSCRIPTION FACTOR ATF-1,0.8249138885483858,0.08359138439570106
HEAT SHOCK FACTOR PROTEIN 2,0.825597538718368,0.08323161043903501
Exon A1 from  H.sapiens gene encoding RING finger protein./ntype=DNA /annot=exon,0.8256200159860738,0.08321978673560397
ICA1 Islet cell autoantigen 1 (69kD),0.8258719865372282,0.0830872648455187
Cone transducin alpha subunit gene extracted from H.sapiens gene for cone transducin alpha subunit,0.8259425839519747,0.08305014195263774
F13A1 gene (coagulation factor XIIIb) extracted from Human factor XIII b subunit gene,0.8263024730372339,0.08286094744346253
GB DEF = mRNA PCTAIRE-2 for serine/threonine protein kinase,0.8263076225878769,0.08285824091100885
WNT2 Wingless-type MMTV integration site 2; human homolog,0.8266196542596784,0.0826942728565756
LTBP2 Latent transforming growth factor beta binding protein 2,0.8268164763976427,0.08259087754876407
mRNA translocon-associated protein delta subunit precursor,0.8269334263231347,0.08252945265337777
Ladinin (LAD) mRNA,0.8271043183883608,0.08243971167687328
GB DEF = Glutamate receptor (GluR4) mRNA,0.8272545032322485,0.0823608600416746
CTLA8 Cytotoxic T lymphocyte-associated serine esterase 8,0.8275025027011831,0.08223068406865448
FACC Fanconi anemia complementation group C,0.8276589211667371,0.08214859941433554
Ligase-like protein gene extracted from H.sapiens mRNA for ligase like protein; X-1,0.8282454934569873,0.08184091846693499
TPX1 Testis specific protein 1 (probe H4-1 p3-1),0.8287280877463817,0.08158794153937765
(clone S171) mRNA,0.828752533391502,0.08157513100192981
PHOSPHATIDYLINOSITOL 3-KINASE REGULATORY ALPHA SUBUNIT,0.8288782298092408,0.08150926680353841
FGA Fibrinogen; A alpha polypeptide,0.8291929008688751,0.08134442477242647
CYP2B6 Cytochrome P450; subfamily IIB (phenobarbital-inducible); polypeptide 6,0.8292996776545682,0.08128850342615518
PEDF Pigment epithelium-derived factor,0.8293714502574181,0.08125091858505626
Alpha-CP1 mRNA,0.8294598264300439,0.08120464349405837
GB DEF = ROX protein,0.8296562436027107,0.08110181416682861
Novel glucocorticoid receptor-associated protein,0.8300798174105208,0.08088014546211655
Clone 23627 mRNA,0.8301912834979701,0.08082183076068641
Transcription factor SUPT4H mRNA,0.8307494707614912,0.08052992672145984
Pre-T/NK cell associated protein (3B3) mRNA; 3' end,0.8309510413992598,0.0804245635522421
B7 mRNA,0.8310884925264884,0.08035273100553743
Peptide Yy,0.8311596995696068,0.08031552257172482
53K isoform of Type II phosphatidylinositol-4-phosphate 5-kinase (PIPK) mRNA,0.8313710178181202,0.0802051193788223
GB DEF = Clock; partial cds,0.8315621329375052,0.08010529547178799
KIAA0131 gene; partial cds,0.8318457824642346,0.07995718096024045
Telencephalin precursor mRNA,0.8320708565334622,0.07983968898427204
CD8A CD8 antigen; alpha polypeptide (p32),0.8322819795780604,0.07972950853241835
CYP4B1 Cytochrome P450; subfamily IVB; polypeptide 1,0.832327815170953,0.07970559164194245
IL2RB Interleukin 2 receptor beta chain,0.8323804011909165,0.07967815401884605
FGF1 Fibroblast growth factor 1 (acidic){alternative products},0.8324732649364436,0.07962970506130264
IL4R Interleukin 4 receptor,0.8334441727685279,0.079123485542726
GLUTAMINYL-TRNA SYNTHETASE,0.8335527116206876,0.07906693135828438
FMO4 Flavin-containing monooxygenase 4,0.8336774024295449,0.07900197028317495
Tub homolog (TUB) mRNA,0.8340133788319755,0.07882698256813947
Beta subunit of epithelial amiloride-sensitive sodium channel,0.8341239631237741,0.07876940200019009
YY1-associated factor 2 (YAF2) mRNA,0.8342812677788785,0.07868750757475128
GB DEF = AA1 mRNA,0.8347659033045578,0.07843529835730247
VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 1 PRECURSOR,0.8349624457757616,0.07833305740158691
GB DEF = Matrilin-3,0.8349730837850782,0.07832752421942162
ORF for L1 protein gene extracted from Human papillomavirus 5b genome integrated into human carcinoma DNA,0.8352664810435272,0.0781749463325798
GB DEF = UCP gene for uncoupling protein exons 3 and 4,0.8352794442603892,0.07816820619635759
Cytochrome P450 db1 variant a,0.835296917661266,0.0781591211862328
Guanylate kinase (GUK1) mRNA,0.8355251667920338,0.07804046422146
Density enhanced phosphatase-1 mRNA,0.8357227497846965,0.07793777544263787
Clathrin coat assembly protein-like,0.8362221148822689,0.07767835120280482
Bone Morphogenetic Protein 3,0.8364104657732097,0.07758054161343186
Leucine zipper on the D14S46E locus mRNA,0.836665402298301,0.07744818954374685
ADORA3 Adenosine receptor A3,0.8372973120737005,0.0771203029794927
STAT4 Signal transducer and activator of transcription 4,0.8376306800717493,0.0769474240442949
HBF-1 mRNA for transcription factor,0.8378904881934962,0.07681273970049822
Homeotic Protein Hpx-2,0.8381432013445345,0.07668177344544368
GB DEF = 5'UTR for unknown protein (clone ICRFp507C0696),0.8385395872275202,0.07647642964867364
Growth factor independence-1 (Gfi-1) mRNA,0.8386167377214502,0.0764364738815038
Oncostatin-M specific receptor beta subunit (OSMRB) mRNA,0.8391506529909937,0.07616006314128129
P97 mRNA,0.839240010471709,0.07611381948457736
MYCL2 gene,0.8398537706789775,0.07579632359948461
Prostaglandin E2 receptor mRNA,0.8402327301497802,0.07560040510392559
D10S102,0.840328009984705,0.07555116022321327
Clathrin; Light Polypeptide B; Alt. Splice 2,0.8407337141705987,0.07534153663818045
Aquaporin 6,0.8410682659801582,0.0751687529116375
LCT Lactase,0.8412622184740541,0.07506861503860725
ZNF127 (ZNF127) gene,0.8413785522766576,0.07500856285220092
LTA4H Leukotriene A4 hydrolase,0.8418260323374236,0.07477764840780457
AFFX-HUMGAPDH/M33197_3_st (endogenous control),0.8419304731968601,0.07472377115316878
Cerebellar degeneration-associated protein mRNA,0.841983663687944,0.07469633467494327
KIAA0229 gene; partial cds,0.8426226275789437,0.07436688261633155
GB DEF = Axonemal dynein heavy chain (partial; ID hdhc9),0.842657144703198,0.07434909257714226
PPP3CB Calcineurin B,0.8426843404767932,0.07433507645695726
ITGA2B Integrin; alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex; antigen CD41B),0.8427300947783,0.07431149668897029
ITGA2B Integrin; alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex; antigen CD41B),0.8427300947783,0.07431149668897029
Uncoupling protein homolog (UCPH) mRNA,0.8432245824945495,0.07405674097627053
Has2 mRNA,0.8437833496942649,0.07376904876599841
GB DEF = A1 chain of type XIX collagen; exon +3',0.8444222391967426,0.07344033738091123
ITGB5 Integrin beta-5 subunit,0.8455577852525855,0.0728567074526473
ITGB5 Integrin beta-5 subunit,0.8455577852525855,0.0728567074526473
Receptor protein tyrosine kinase,0.8456659891011498,0.0728011354637374
GB DEF = Homeobox-like mRNA,0.8459285823388478,0.0726663007971348
GB DEF = Pyruvate dehydrogenase complex (PDHA2) gene,0.8469401166190235,0.07214729562125856
Phosphomevalonate kinase mRNA,0.8470144228312521,0.07210919450672314
AFFX-BioB-3_at (endogenous control),0.8471220403860971,0.07205401865601367
NBPhox,0.8476368979048757,0.07179014657226329
mRNA (non-coding; clone h2A),0.8476552053542994,0.07178076668516602
Protein tyrosine kinase PYK2 mRNA,0.8476962419054728,0.07175974219757293
PROBABLE G PROTEIN-COUPLED RECEPTOR GPR6,0.847722238950033,0.07174642351180106
RAGE gene (receptor for advanced glycosylation end products) extracted from Human HLA class III region containing NOTCH4 gene; partial sequence; homeobox PBX2 (HPBX) gene; receptor for advanced glycosylation end products (RAGE) gene; and 6 unidentified cds; complete sequence,0.8477494087114099,0.07173250446165602
Fertilin beta mRNA,0.8478894029824777,0.07166079256270483
SWI/SNF complex 60 KDa subunit (BAF60c) mRNA,0.8481046451807923,0.0715505580962527
C7 Complement component 7,0.8482100403547064,0.07149659105476057
GABRB3 Gamma-aminobutyric acid (GABA) A receptor; beta 3,0.8485740069898365,0.07131027541382128
Humig mRNA,0.8489921448078865,0.0710963279920558
Ribosomal S6 kinase,0.8490791982452794,0.07105179885294956
CHRNB3 Cholinergic receptor; nicotinic; beta polypeptide 3,0.8491108213800255,0.07103562427558947
CHRNB3 Cholinergic receptor; nicotinic; beta polypeptide 3,0.8491108213800255,0.07103562427558947
Neurofilament-66 [human; fetal brain; mRNA; 3197 nt],0.8491896947007428,0.07099528483312073
ELASTASE IIIA PRECURSOR,0.8494033783634287,0.0708860160064211
Hydroxysteroid sulfotransferase SULT2B1a (HSST2) mRNA,0.8494337965860351,0.0708704636434007
B-cell receptor associated protein (hBAP) mRNA; partial cds,0.8496261575362982,0.07077212538360336
Activator protein 2B (AP-2B) mRNA,0.8497100602596354,0.07072923982698426
HOXB1 Homeo box B1,0.8504019184793208,0.07037576872930006
PTB-ASSOCIATED SPLICING FACTOR,0.8504044675093186,0.07037446695894996
KIAA0177 gene; partial cds,0.8506792393760118,0.07023416591904004
Beta adaptin protein mRNA,0.8507290074497271,0.0702087587308052
GB DEF = Flavin-containing monooxygenase 2,0.8508582646658098,0.07014277834094358
ADRENODOXIN PRECURSOR,0.8510271433200983,0.07005658796929423
GB DEF = Tachykinin-A (gamma-PPT-A) gene; partial cds,0.8510377428347434,0.07005117887971282
GB DEF = Alpha2-C4-adrenergic receptor gene,0.8512898948259208,0.06992252183773401
GB DEF = Creatine transporter (SLC6A10) gene; partial cds,0.8514023972410484,0.06986513134106065
CST4 Cystatin S,0.8515583954513342,0.06978556502057444
CST4 Cystatin S,0.8515583954513342,0.06978556502057444
ATP6D ATPase; H+ transporting; lysosomal (vacuolar proton pump) 42kD,0.8516068792999353,0.0697608389787431
PI5 Protease inhibitor 5 (maspin),0.851682933090944,0.06972205551213093
PPP5C Protein phosphatase 5; catalytic subunit,0.8520204204844959,0.06954999631609658
AMP DEAMINASE 1,0.8523430141480766,0.06938559399812115
Clone 23839 mRNA sequence,0.8530827125206804,0.06900885880922862
Serine/threonine protein kinase EMK,0.8536465605202823,0.06872190517500422
ADH2 Alcohol dehydrogenase 2 (class I); beta polypeptide,0.8536503335216002,0.06871998565689542
GB DEF = Ataxia-telangiectasia locus protein (ATM) gene; exons 1a; 1b; 2; 3 and 4; partial cds,0.8541977951739292,0.06844155389377901
GB DEF = Ataxia-telangiectasia locus protein (ATM) gene; exons 1a; 1b; 2; 3 and 4; partial cds,0.8541977951739292,0.06844155389377901
Udp-Glucuronosyltransferase 1 Family; Polypeptide 1; Alt. Splice 1,0.8547494330132563,0.06816117861477898
POSSIBLE GTP-BINDING PROTEIN HSR1,0.8550007289253581,0.06803351501670948
Gamma-Aminobutyric Acid (Gaba) A Receptor; Alpha Subunit,0.8556588764825025,0.0676993399820677
KIAA0118 gene; partial cds,0.8558188254112892,0.06761816458926677
Arginine-rich nuclear protein mRNA,0.8565304766580853,0.06725717956483991
NEO1 Neogenin (chicken) homolog 1,0.857023515871916,0.06700726130516323
Surface glycoprotein,0.8578879525487493,0.06656943099448755
Butyrophilin (BTF2) mRNA,0.8580616845889273,0.06648149034051502
VSNL1 Visinin-like 1,0.8580866986944139,0.06646883002735192
AFP Alpha-fetoprotein,0.8581600210355792,0.06643172174003913
Putative zinc transporter ZnT-3 (ZnT-3) mRNA,0.8585578650541439,0.0662304289517318
ADH7 Alcohol dehydrogenase 7 sigma subunit (class IV),0.8587234641963237,0.06614667005602318
GB DEF = Somatotropin receptor 5' upstream region,0.8590273990448127,0.06599298394034829
RNA-BINDING PROTEIN FUS/TLS,0.8590412071508345,0.06598600309659232
RNA-BINDING PROTEIN FUS/TLS,0.8590412071508345,0.06598600309659232
Clone 61501 defective mariner transposon Hsmar2 mRNA sequence,0.8591323971686085,0.06593990377174937
26S PROTEASOME REGULATORY SUBUNIT P31,0.8591570944767244,0.06592741937411381
Aquaporin-5 (AQP5) gene,0.8591574875727167,0.06592722066844942
Prostacyclin synthase,0.8594562456865273,0.0657762280410221
XE169 PROTEIN,0.8595354028354851,0.06573623074022146
GB DEF = Anti-mullerian hormone type II receptor precursor gene,0.8596626390439671,0.06567194729876
SSR2 Signal sequence receptor; beta,0.8597285351112196,0.06563865842438275
ZNF44 Zinc finger protein 44 (KOX 7),0.8598112910215151,0.06559685603671164
PGK1 Phosphoglycerate kinase 1,0.8601940002318855,0.0654035909324407
Protein-tyrosine phosphatase mRNA,0.8605481739743398,0.0652248126047392
KIAA0164 gene,0.8606924561291458,0.06515200355907734
Alpha adducin mRNA; partial cds including alternate exons A and B,0.8607079036394751,0.06514420901150765
Pre-T cell receptor alpha-type chain precursor; mRNA,0.8611643863411739,0.06491393882918335
Small GTP-binding protein rab30,0.8614275194272099,0.06478125824734879
Br140 mRNA,0.8617691356122543,0.06460906428956296
A2M Alpha-2-macroglobulin,0.8618863442382549,0.06455000021303833
ANTITHROMBIN-III PRECURSOR,0.8619617665573763,0.06451199744838346
ANTITHROMBIN-III PRECURSOR,0.8619617665573763,0.06451199744838346
ANTITHROMBIN-III PRECURSOR,0.8619617665573763,0.06451199744838346
Unknown gene extracted from Human HLA class III region containing NOTCH4 gene; partial sequence; homeobox PBX2 (HPBX) gene; receptor for advanced glycosylation end products (RAGE) gene; and 6 unidentified cds; complete sequence,0.8620520759288749,0.06446649797410395
Unknown gene extracted from Human HLA class III region containing NOTCH4 gene; partial sequence; homeobox PBX2 (HPBX) gene; receptor for advanced glycosylation end products (RAGE) gene; and 6 unidentified cds; complete sequence,0.8620520759288749,0.06446649797410395
Unknown gene extracted from Human HLA class III region containing NOTCH4 gene; partial sequence; homeobox PBX2 (HPBX) gene; receptor for advanced glycosylation end products (RAGE) gene; and 6 unidentified cds; complete sequence,0.8620520759288749,0.06446649797410395
Unknown gene extracted from Human HLA class III region containing NOTCH4 gene; partial sequence; homeobox PBX2 (HPBX) gene; receptor for advanced glycosylation end products (RAGE) gene; and 6 unidentified cds; complete sequence,0.8620520759288749,0.06446649797410395
Unknown gene extracted from Human HLA class III region containing NOTCH4 gene; partial sequence; homeobox PBX2 (HPBX) gene; receptor for advanced glycosylation end products (RAGE) gene; and 6 unidentified cds; complete sequence,0.8620520759288749,0.06446649797410395
Protein kinase (JNK2) mRNA,0.8621260918042277,0.0644292110082204
Protein kinase (JNK2) mRNA,0.8621260918042277,0.0644292110082204
AVPR1B Arginine vasopressin receptor 1B,0.8622752409108427,0.0643540839100022
AVPR1B Arginine vasopressin receptor 1B,0.8622752409108427,0.0643540839100022
ST2 Suppression of tumorigenicity 2,0.8622993590762369,0.06434193669857387
Processing a-glucosidase I,0.8624991460717322,0.06424132623326015
GB DEF = Receptor tyrosine kinase (HEK) mRNA,0.8625979920650128,0.06419155712920453
DCTD Deoxycytidylate deaminase,0.86369132606207,0.06364144194248395
Nucleoporin 98 (NUP98) mRNA,0.8639215490889341,0.06352569310522517
GB DEF = HsPex13p mRNA,0.8639795983237525,0.06349651266002719
GJA4 Gap junction protein; alpha 4; 37kD (connexin 37),0.8640046978728243,0.06348389611520684
CD40 receptor associated factor 1 (CRAF1) mRNA,0.8640051942590913,0.06348364660527332
GB DEF = M5 muscarinic acetylcholine receptor gene,0.8648549674666832,0.06305671578366394
Rod photoreceptor protein,0.8651334048877717,0.0629169185011959
NPPB Natriuretic peptide precursor B,0.8652344027097877,0.06286622084415094
Origin recognition complex 1 (HsORC1) mRNA,0.8654895264952097,0.06273818326271591
Microtubule-Associated Protein Tau; Alt. Splice 3; Exon 8,0.8655383925999769,0.06271366340440047
Cytochrome P-450 4 gene,0.8663677120406786,0.0622977414518245
N-ACETYLGALACTOSAMINE-6-SULFATASE PRECURSOR,0.866495960899538,0.0622334573737583
Cellular Retinol Binding Protein Ii,0.8667083323382565,0.06212702820695927
GB DEF = Serine/threonine protein kinase SAK,0.8671726198674323,0.06189444301534001
Adhesion molecule DNAM-1 mRNA,0.8675376068955589,0.06171168989360797
TNR Tenascin R (restrictin; janusin),0.8677577893729836,0.06160147922206912
Fmlp-Related Receptor I,0.8678879419639755,0.061536345478288866
GB DEF = Sox-6 mRNA,0.8678989855327689,0.06153081926892342
HYPOTHETICAL MYELOID CELL LINE PROTEIN 7,0.8679843316817688,0.06148811436908983
Elastin; Alt. Splice 2,0.8679897706035316,0.06148539302237624
CLTC Clathrin heavy chain {alternative products},0.8680449848547023,0.06145776771759641
Elastase 1,0.8680526197643756,0.0614539478872687
INSULIN-DEGRADING ENZYME,0.86821138655803,0.06137452270499842
GB DEF = PAC clone DJ525N14 from Xq23; complete sequence,0.8686702791133443,0.061145037285081076
GB DEF = Anti-B cell autoantibody IgM heavy chain variable V-D-J region (VH4) gene; clone A23; VH4-55 non-productive rearrangement,0.868990858688911,0.060984792068991135
F8C Coagulation factor VIIIc (hemophilia A),0.8690434804068836,0.060958494174597824
Transcription factor IL-4 Stat mRNA,0.8691136627429027,0.06092342277567759
ETO mRNA,0.8692729133507247,0.060843852832649495
Carnitine palmitoyltransferase I (CPTI) mRNA,0.8697113755322614,0.06062484946244399
Serine/threonine-protein kinase PRP4h (PRP4h) mRNA,0.8698793169786262,0.06054099520410648
Osteoblast specific factor 2 (OSF-2os),0.8702864583764737,0.06033777403038829
KIAA0040 gene,0.8705352953102854,0.06021361599093903
MDC protein,0.8706061123312117,0.060178288083285944
DNA-binding protein (HRC1) mRNA,0.8706507015152891,0.060156045716223655
YL-1 mRNA for YL-1 protein (nuclear protein with DNA-binding ability),0.8706514332518103,0.060155680714507984
GB DEF = 4-aminobutyrate aminotransferase [human; neuroblastoma BE cells; mRNA Partial; 1352 nt],0.8715847166578299,0.059690393764657165
HD21 mRNA,0.8716257442322564,0.0596699509672069
GB DEF = Endogenous retrovirus in complement C4A gene; A3 allele; HERV-K(C4) (gag); (pol); reverse transcriptase; integrase and (env) genes,0.871775379746557,0.05959540027726721
KIAA0167 gene,0.8718294339158528,0.05956847281380465
FOLLITROPIN BETA CHAIN PRECURSOR,0.8720704252648483,0.05944844159392647
TYRO3 Receptor protein-tyrosine kinase sky,0.8723377313842476,0.059315342498854895
TYRO3 Receptor protein-tyrosine kinase sky,0.8723377313842476,0.059315342498854895
KIAA0132 gene,0.8729033582897843,0.0590338356584019
Bcl-2 binding component 6 (bbc6) mRNA,0.8730171928009717,0.058977203413483295
Poliovirus Receptor,0.8731319111377271,0.05892013893876539
Autoantigen pericentriol material 1 (PCM-1) mRNA,0.8734744386484923,0.05874979968659148
19.8 kDa protein mRNA,0.8735015701022825,0.05873631004436513
GB DEF = Cytoplasmic dynein heavy chain (partial; ID hdhc11),0.873576707316233,0.05869895433129123
CREB-RP (creb-rp) mRNA,0.8737894031021266,0.05859322650923595
Transcription Factor E2f-2,0.8740606903744959,0.0584584110959618
PRB1 locus salivary proline-rich protein mRNA; clone cP3,0.8741938158160624,0.05839227010266786
CDX1 Caudal type homeo box transcription factor 1,0.8742702966636332,0.058354276517491706
PCI gene (plasminogen activator inhibitor 3) extracted from Human protein C inhibitor gene,0.8744332227608225,0.05827335038634815
BETA-2-MICROGLOBULIN PRECURSOR,0.8749158650322704,0.05803370824516068
BETA-2-MICROGLOBULIN PRECURSOR,0.8749158650322704,0.05803370824516068
Placental Protein 14; Endometrial Alpha 2 Globulin; Alt. Splice 3,0.8750264300098144,0.05797882899589736
GB DEF = IgE chain; last 2 exons,0.8750780705163023,0.057953199455478326
RPS25 Ribosomal protein S25,0.8752718355973734,0.057857045988626295
CPO Coproporphyrinogen oxidase (coproporphyria; harderoporphyria),0.875284942142085,0.05785054280047777
LTG9/MLLT3 mRNA; C-terminal,0.875475326612547,0.05775608906313489
Arfaptin 2; putative target protein of ADP-ribosylation factor; mRNA,0.8756638661888551,0.05766257085708485
IL5RA Interleukin 5 receptor alpha,0.8757423516114136,0.05762364695056517
GB DEF = T(3;5)(q25.1;p34) fusion gene NPM-MLF1 mRNA,0.8757490073804409,0.05762034626198732
ENG Endoglin (Osler-Rendu-Weber syndrome 1),0.8757695315811972,0.0576101681828679
PULMONARY SURFACTANT-ASSOCIATED PROTEIN A PRECURSOR,0.8764983850658167,0.05724887975005001
PULMONARY SURFACTANT-ASSOCIATED PROTEIN A PRECURSOR,0.8764983850658167,0.05724887975005001
AP-3 complex beta3A subunit mRNA,0.8766597524613786,0.05716893149193291
HLA CLASS II HISTOCOMPATIBILITY ANTIGEN; DR ALPHA CHAIN PRECURSOR,0.8771263244880754,0.05693785466443557
RAP1A RAP1A; member of RAS oncogene family,0.877917578553983,0.056546255004399325
Stat-like protein (Fe65) mRNA,0.8783851953053757,0.05631499262459
HOMEOBOX PROTEIN HOX-C4,0.8784235245685273,0.05629604214091299
UQCRC1 Ubiquinol-cytochrome c reductase core protein I,0.8787778864396172,0.05612088019722987
TROPONIN T; FAST SKELETAL MUSCLE ISOFORM BETA,0.8789137291075798,0.056053751560216636
Na;K-ATPase beta-1 subunit mRNA,0.8793297140592455,0.05584825103850428
LARGE PROLINE-RICH PROTEIN BAT2,0.879587155409968,0.05572112125679423
Clone 23840 mRNA; partial cds,0.8796850308636293,0.05567279812656531
Ubiquitin fusion-degradation protein (UFD1L) mRNA,0.8802558872685722,0.05539106162874752
RanBP2 (Ran-binding protein 2),0.8802904491976182,0.055374010041112864
Androgen regulated homeobox protein (NKX3.1) mRNA,0.8805505602261078,0.055245702278433215
PAM Peptidylglycine alpha-amidating monooxygenase,0.8808499254031136,0.055098078104646286
KIAA0256 gene,0.8809372585294132,0.055055021491207105
FPRL2 Formyl peptide receptor-like 2,0.8810577374543695,0.054995630479887564
Inositol polyphosphate 4-phosphatase type II-alpha mRNA,0.8811400492035038,0.05495505894048212
KIAA0236 gene,0.8811900332117943,0.0549304236247641
GB DEF = Clone 18 (HL-18); dynein heavy chain (Dnahc14) mRNA; partial cds,0.8813092967351625,0.05487164857811291
